Food_ID,Name,C_Type,Veg_Non,Describe,Health_Issue,Climate,Restaurant,Rating,Protein,Calories,Carbs
48,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Anemia,winter,Ocean Breeze,4,4,460,53.4
49,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Anemia,rainy,Vital Cafe,3.7,8.2,148,20
50,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Anemia,rainy,Spice House,4.4,21.5,176,57.1
51,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Asthma,rainy,Fresh Greens,3.8,2.6,497,65.1
52,Mixed Bean Salad,Healthy Food,veg,Description of food item,Asthma,rainy,Urban Plates,3.8,8.9,216,28.8
53,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Asthma,rainy,Energy Bites,4.6,28.1,444,49
54,Sautéed Spinach,Healthy Food,veg,Description of food item,Asthma,winter,Healthy Greens,4.3,22.5,104,37
55,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Asthma,winter,Healthy Greens,4.4,12.6,326,54.3
56,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Asthma,summer,Spice House,3.6,28.3,124,53.2
57,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Asthma,summer,Energy Bites,4.7,21.6,169,57.7
58,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Asthma,rainy,Vital Cafe,4.8,17.3,192,73.5
59,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Asthma,winter,Urban Plates,4.5,3,217,32.1
60,Mixed Bean Salad,Healthy Food,veg,Description of food item,Asthma,summer,Home Kitchen,4.2,19,106,37
61,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Arthritis,summer,Green Table,4.4,2.2,365,39.7
62,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Arthritis,winter,Healthy Greens,4.3,18.5,436,36.6
63,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Arthritis,winter,Home Kitchen,4.8,7.2,463,41.8
64,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Arthritis,summer,Fresh Greens,3.9,9.5,481,69.7
65,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Arthritis,winter,Energy Bites,3.5,5.5,326,55.9
66,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Arthritis,summer,Green Table,4,17.9,460,58.9
67,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Arthritis,winter,Energy Bites,4.6,27.6,191,74.4
68,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Arthritis,winter,Urban Plates,3.6,28.9,475,66.6
69,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Arthritis,rainy,Home Kitchen,4.1,25.9,318,56.3
70,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Arthritis,rainy,Fresh Greens,3.5,14.1,162,41.2
71,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Depression,winter,Fresh Greens,3.6,8.2,491,21.2
72,Grilled Tuna,Healthy Food,veg,Description of food item,Depression,winter,Healthy Greens,4.4,17.7,202,67.8
73,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Depression,rainy,Fresh Greens,4.4,8,423,68.9
74,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Depression,rainy,Healthy Greens,4.3,28.2,104,22.6
75,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Depression,winter,Fresh Greens,4.9,27.8,485,55.4
76,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Depression,winter,Ocean Breeze,4.9,25.1,146,46.7
77,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Depression,winter,Healthy Greens,4.9,15,163,47.7
78,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Depression,rainy,Spice House,4.9,20.5,412,77.6
79,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Depression,summer,Fresh Greens,4.7,29,154,17.6
80,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Depression,summer,Home Kitchen,4.6,26.2,136,77.3
81,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Kidney Disease,summer,Home Kitchen,4.7,4.1,213,65.5
82,Mixed Bean Salad,Healthy Food,veg,Description of food item,Kidney Disease,rainy,Fruit Bar,3.6,18,323,45.5
83,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Kidney Disease,summer,Fruit Bar,4.9,5.8,159,19.1
84,Sautéed Spinach,Healthy Food,veg,Description of food item,Kidney Disease,winter,Fresh Greens,4.6,15.2,418,32.9
85,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Kidney Disease,summer,Ocean Breeze,4.3,24.3,385,46
86,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Kidney Disease,rainy,Spice House,4.9,28,283,79.6
87,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Kidney Disease,summer,Green Table,4.3,5.2,323,18.9
88,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Kidney Disease,rainy,Home Kitchen,4.5,6.1,184,73.1
89,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Kidney Disease,rainy,Home Kitchen,3.9,8.7,161,43.7
90,Mixed Bean Salad,Healthy Food,veg,Description of food item,Kidney Disease,rainy,Fresh Greens,4.6,25,434,52.8
91,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Liver Disease,winter,Energy Bites,4.1,22.5,256,79.4
92,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Liver Disease,winter,Fruit Bar,4.1,21.7,108,47.9
93,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Liver Disease,summer,Green Table,4.6,8.7,279,38.8
94,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Liver Disease,summer,Energy Bites,4.5,15.6,247,68.6
95,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Liver Disease,winter,Ocean Breeze,3.7,26.6,356,60.6
96,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Liver Disease,rainy,Healthy Greens,3.6,10.2,387,70
97,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Liver Disease,winter,Spice House,4.7,16.3,259,39.9
98,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Liver Disease,summer,Ocean Breeze,3.6,20.5,453,54.1
99,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Liver Disease,winter,Vital Cafe,4.3,15.9,426,56.3
100,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Liver Disease,winter,Fresh Greens,4.2,23.9,132,33
101,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Thyroid,summer,Energy Bites,5,17,320,65.7
102,Grilled Tuna,Healthy Food,veg,Description of food item,Thyroid,rainy,Fruit Bar,4.4,2.4,127,53.3
103,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Thyroid,rainy,Fruit Bar,3.9,27.4,181,35.8
104,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Thyroid,summer,Urban Plates,4.8,11.6,290,20.6
105,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Thyroid,rainy,Green Table,4.2,4.4,363,65.2
106,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Thyroid,summer,Home Kitchen,4.4,12.1,422,15.2
107,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Thyroid,rainy,Fruit Bar,4.4,25.5,311,27.3
108,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Thyroid,rainy,Fruit Bar,3.9,20.9,397,74.5
109,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Thyroid,summer,Spice House,4.4,22.1,247,50.9
110,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Thyroid,rainy,Spice House,4.2,21.7,489,44.7
111,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Osteoporosis,rainy,Fruit Bar,4,14.3,381,50.3
112,Mixed Bean Salad,Healthy Food,veg,Description of food item,Osteoporosis,summer,Home Kitchen,3.9,5.9,129,75.9
113,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Osteoporosis,summer,Energy Bites,4.3,21.7,152,64.5
114,Sautéed Spinach,Healthy Food,veg,Description of food item,Osteoporosis,rainy,Green Table,3.9,10.9,247,27.1
115,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Osteoporosis,summer,Fresh Greens,3.6,26.8,444,78.2
116,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Osteoporosis,winter,Healthy Greens,4.5,27.1,176,48.1
117,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Osteoporosis,summer,Urban Plates,4.9,18.6,361,46.5
118,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Osteoporosis,winter,Healthy Greens,4.2,26.4,357,55.2
119,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Osteoporosis,rainy,Green Table,4.7,26.7,373,78.8
120,Mixed Bean Salad,Healthy Food,veg,Description of food item,Osteoporosis,rainy,Spice House,4,28.3,190,78.4
121,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Alzheimer's,winter,Urban Plates,4.3,20.7,346,12.5
122,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Alzheimer's,winter,Home Kitchen,4.3,22.2,193,74.2
123,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Alzheimer's,winter,Ocean Breeze,4.7,21.7,270,38.2
124,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Alzheimer's,rainy,Spice House,4.2,3.9,468,29.2
125,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Alzheimer's,winter,Urban Plates,4.6,29.9,424,33.4
126,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Alzheimer's,winter,Vital Cafe,4.1,14.5,256,38.8
127,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Alzheimer's,summer,Energy Bites,4.4,23.3,441,78.3
128,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Alzheimer's,winter,Healthy Greens,3.6,29,404,16.5
129,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Alzheimer's,summer,Healthy Greens,4.3,10.4,215,50
130,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Alzheimer's,rainy,Spice House,4.7,8,353,28.7
131,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Parkinson's,summer,Fresh Greens,3.7,4.7,196,49.7
132,Grilled Tuna,Healthy Food,veg,Description of food item,Parkinson's,rainy,Fruit Bar,4.5,2.9,126,78.6
133,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Parkinson's,summer,Fresh Greens,4.9,27.9,155,57.3
134,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Parkinson's,summer,Green Table,4.6,8.8,475,67
135,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Parkinson's,rainy,Urban Plates,4.5,4.3,353,27.4
136,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Parkinson's,winter,Home Kitchen,4.3,10.9,331,37.5
137,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Parkinson's,summer,Ocean Breeze,3.6,19,229,37.1
138,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Parkinson's,rainy,Energy Bites,4.2,13.3,466,39.9
139,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Parkinson's,winter,Spice House,3.5,4.4,485,42.2
140,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Parkinson's,winter,Home Kitchen,4.9,27.1,453,61.7
141,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Celiac Disease,winter,Urban Plates,4.9,20.5,278,18
142,Mixed Bean Salad,Healthy Food,veg,Description of food item,Celiac Disease,winter,Fresh Greens,4.9,27.4,105,34.7
143,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Celiac Disease,winter,Healthy Greens,4.6,29.2,170,62.7
144,Sautéed Spinach,Healthy Food,veg,Description of food item,Celiac Disease,rainy,Vital Cafe,4.9,19.3,120,65.7
145,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Celiac Disease,rainy,Fruit Bar,4.8,20.1,468,17.4
146,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Celiac Disease,summer,Spice House,4.6,6.2,325,64.2
147,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Celiac Disease,winter,Energy Bites,4.1,14.9,206,35.5
148,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Celiac Disease,summer,Energy Bites,3.5,6.4,368,24.5
149,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Celiac Disease,summer,Fruit Bar,4.7,9.8,362,19.6
150,Mixed Bean Salad,Healthy Food,veg,Description of food item,Celiac Disease,rainy,Green Table,3.7,3.6,204,47.2
151,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Crohn's Disease,winter,Energy Bites,3.7,16.4,141,25.1
152,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Crohn's Disease,rainy,Urban Plates,4.7,27.3,426,75.1
153,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Crohn's Disease,rainy,Green Table,5,16.6,129,55.1
154,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Crohn's Disease,summer,Fruit Bar,3.6,11.4,284,44.4
155,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Crohn's Disease,summer,Fruit Bar,3.8,14.2,199,79.6
156,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Crohn's Disease,summer,Urban Plates,4.7,12.4,182,31.3
157,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Crohn's Disease,winter,Home Kitchen,4,12.9,477,27.9
158,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Crohn's Disease,winter,Vital Cafe,4,13.3,335,33.3
159,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Crohn's Disease,summer,Healthy Greens,4,25.5,469,23.5
160,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Crohn's Disease,summer,Green Table,3.7,19.7,458,12.7
161,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Gastritis,winter,Home Kitchen,4.2,26.2,320,32.7
162,Grilled Tuna,Healthy Food,veg,Description of food item,Gastritis,rainy,Green Table,4.2,8.6,277,63.6
163,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Gastritis,summer,Home Kitchen,4,6.5,358,76.4
164,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Gastritis,winter,Fruit Bar,3.8,4.4,251,40.2
165,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Gastritis,winter,Spice House,4.3,10.7,162,11.8
166,Kale and Lentil Soup,Healthy Food,veg,Description of food item,Gastritis,winter,Energy Bites,4.2,10.6,183,63.7
167,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Gastritis,rainy,Vital Cafe,4.7,11.5,479,19.3
168,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Gastritis,winter,Home Kitchen,4.7,16,416,39.2
169,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Gastritis,summer,Home Kitchen,4.3,23.4,474,71.3
170,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,Gastritis,rainy,Fruit Bar,4.9,8.9,231,13
171,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Cholesterol,winter,Vital Cafe,4.6,26.5,480,64.4
172,Mixed Bean Salad,Healthy Food,veg,Description of food item,Cholesterol,summer,Energy Bites,4.4,12.2,182,52.4
173,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Cholesterol,winter,Fresh Greens,3.9,21.2,498,35.9
174,Sautéed Spinach,Healthy Food,veg,Description of food item,Cholesterol,rainy,Urban Plates,4.6,7.8,444,33.3
175,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Cholesterol,rainy,Vital Cafe,3.9,18.6,387,33.1
176,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Cholesterol,winter,Spice House,4.7,13.7,165,47.3
177,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Cholesterol,rainy,Healthy Greens,4,6.7,443,24.5
178,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Cholesterol,summer,Fresh Greens,4.8,7.1,183,11.7
179,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Cholesterol,winter,Urban Plates,5,5.3,393,15
180,Mixed Bean Salad,Healthy Food,veg,Description of food item,Cholesterol,rainy,Green Table,3.8,2.9,410,69.1
181,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Anxiety,winter,Spice House,4.1,10,291,52.7
182,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Anxiety,winter,Green Table,4.4,28.3,198,70.8
183,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Anxiety,winter,Vital Cafe,4.6,10.2,445,69.9
184,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Anxiety,winter,Urban Plates,3.6,8,220,44.9
185,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Anxiety,winter,Urban Plates,4.1,9.9,211,30.2
186,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Anxiety,summer,Energy Bites,4.5,19,316,61.1
187,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Anxiety,summer,Spice House,4.6,2.2,146,34.9
188,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Anxiety,rainy,Healthy Greens,4.6,18.7,280,44.2
189,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Anxiety,winter,Urban Plates,4.1,8.8,474,40.1
190,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Anxiety,summer,Spice House,4.7,10.6,304,73.5
191,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,IBS,winter,Energy Bites,4.8,22.3,430,49.4
192,Grilled Tuna,Healthy Food,veg,Description of food item,IBS,rainy,Green Table,3.7,8.2,371,27.4
193,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,IBS,winter,Home Kitchen,4,8.2,211,16.3
194,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,IBS,rainy,Green Table,3.8,23.8,290,27.6
195,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,IBS,rainy,Fresh Greens,4.6,2.1,232,75.4
196,Kale and Lentil Soup,Healthy Food,veg,Description of food item,IBS,rainy,Fruit Bar,4.5,18,143,51.6
197,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,IBS,rainy,Home Kitchen,4.4,20.2,183,52.8
198,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,IBS,winter,Urban Plates,4.4,11.7,106,50.5
199,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,IBS,summer,Energy Bites,4.6,24.4,262,32.2
200,Berry Spinach Smoothie,Healthy Food,veg,Description of food item,IBS,summer,Vital Cafe,4.7,27.9,262,38.8
201,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Migraines,winter,Home Kitchen,4,28,192,60.2
202,Mixed Bean Salad,Healthy Food,veg,Description of food item,Migraines,summer,Fresh Greens,3.7,12.5,426,33.5
203,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Migraines,summer,Fresh Greens,3.6,18.2,452,10.9
204,Sautéed Spinach,Healthy Food,veg,Description of food item,Migraines,summer,Fresh Greens,4,14.8,227,46.3
205,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Migraines,summer,Urban Plates,4.3,26.3,378,78.2
206,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Migraines,winter,Healthy Greens,4.7,17.4,191,57
207,Mixed Bean Salad,Healthy Food,non-veg,Description of food item,Migraines,summer,Spice House,4.8,3.1,215,78.5
208,Greek Yogurt with Berries,Healthy Food,veg,Description of food item,Migraines,rainy,Healthy Greens,4.6,21.3,448,45.7
209,Sautéed Spinach,Healthy Food,non-veg,Description of food item,Migraines,winter,Fruit Bar,4.1,21,411,23.6
210,Mixed Bean Salad,Healthy Food,veg,Description of food item,Migraines,summer,Ocean Breeze,4.8,20,326,52.1
211,Grilled Salmon Salad,Healthy Food,non-veg,Description of food item,Psoriasis,rainy,Ocean Breeze,3.7,3.9,340,45.7
212,Grilled Salmon Salad,Healthy Food,veg,Description of food item,Psoriasis,rainy,Spice House,4.2,28.1,172,38
213,Quinoa Veggie Bowl,Healthy Food,non-veg,Description of food item,Psoriasis,winter,Vital Cafe,4.3,7.7,491,36.7
214,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Psoriasis,summer,Fresh Greens,3.5,6.7,466,33.1
215,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Psoriasis,rainy,Urban Plates,3.5,18.5,142,21
216,Quinoa Veggie Bowl,Healthy Food,veg,Description of food item,Psoriasis,rainy,Ocean Breeze,4.6,27.4,122,38.7
217,Avocado Chicken Wrap,Healthy Food,non-veg,Description of food item,Psoriasis,rainy,Fruit Bar,4.3,26.5,386,10.2
218,Stir-Fried Tofu,Healthy Food,veg,Description of food item,Psoriasis,rainy,Ocean Breeze,4,9.9,404,74.9
219,Low-Carb Cauliflower Rice,Healthy Food,non-veg,Description of food item,Psoriasis,summer,Fruit Bar,3.9,24.8,141,48.8
220,Avocado Chicken Wrap,Healthy Food,veg,Description of food item,Psoriasis,summer,Spice House,4.5,22.5,496,29.7
221,Kale and Lentil Soup,Healthy Food,non-veg,Description of food item,Lupus,rainy,Fresh Greens,3.8,29.6,357,27.8
222,Grilled Tuna,Healthy Food,veg,Description of food item,Lupus,winter,Home Kitchen,3.9,17.6,127,19.5
223,Berry Spinach Smoothie,Healthy Food,non-veg,Description of food item,Lupus,rainy,Vital Cafe,4.8,7.2,410,42.1
224,Walnut-Crusted Salmon,Healthy Food,veg,Description of food item,Lupus,winter,Fruit Bar,4.7,28.4,261,44.2
225,Roasted Beet Salad,Healthy Food,non-veg,Description of food item,Lupus,summer,Urban Plates,4.9,24.5,377,28.9
